project_id,graph_anomaly_score,graph_anomaly_percentile,is_graph_anomaly,clique_community_id,pair_project_count,triad_project_count,agency_contractor_hhi,corporate_ties_composite,contractor_degree,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-001264,19.45,30.86,0,1,1,1,0.28,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001265,21.86,35.14,0,35,1,1,0.125,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001266,64.75,89.5,0,26,1,1,0.25,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001267,15.43,23.5,0,34,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001268,9.53,12.84,0,11,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001269,19.05,30.14,0,3,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001270,44.11,69.96,0,21,1,1,0.125,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001271,3.14,2.64,0,0,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001272,77.74,97.44,1,26,1,1,0.2222,2,4.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE
MPLADS-001273,26.95,43.92,0,28,1,1,0.1667,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001274,52.72,80.16,0,2,1,1,1.0,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001275,44.98,70.98,0,35,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001276,41.99,67.26,0,7,1,1,0.1429,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001277,35.88,58.58,0,1,1,1,0.5,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001278,69.06,92.7,0,34,1,1,0.3333,0,-1.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-001279,6.92,8.32,0,33,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001280,24.48,39.6,0,36,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001281,46.01,72.22,0,0,1,1,0.2,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001282,9.49,12.78,0,30,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001283,93.09,99.22,1,21,1,1,0.2,4,0.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001284,35.71,58.3,0,27,1,1,0.25,0,-1.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001285,51.52,78.74,0,0,1,1,0.28,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001286,1.2,0.58,0,14,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001287,17.52,27.32,0,13,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001288,8.59,11.2,0,33,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001289,20.65,33.02,0,13,1,1,0.3333,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001290,23.8,38.44,0,24,1,1,0.1111,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001291,11.81,16.92,0,10,1,1,0.1667,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001292,77.79,97.5,1,34,1,1,0.2,2,4.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001293,38.42,62.5,0,36,1,1,0.1667,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001294,60.84,86.94,0,6,1,1,0.1111,0,0.83,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE,NONE
MPLADS-001295,31.76,51.94,0,11,1,1,0.1111,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001296,44.98,70.96,0,24,1,1,0.5,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001297,20.48,32.72,0,32,1,1,0.125,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001298,13.79,20.56,0,8,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001299,11.07,15.66,0,29,1,1,0.1429,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001300,32.41,52.96,0,4,1,1,0.3333,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001301,43.98,69.8,0,30,1,1,0.1667,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001302,44.16,70.06,0,34,1,1,0.1667,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001303,14.82,22.42,0,26,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001304,16.13,24.72,0,2,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001305,9.43,12.68,0,35,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001306,16.45,25.34,0,34,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001307,20.24,32.26,0,4,1,1,0.1562,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001308,12.85,18.84,0,35,1,1,0.125,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001309,17.59,27.46,0,14,1,1,0.125,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001310,59.19,86.0,0,26,1,1,0.125,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001311,25.49,41.42,0,12,1,1,0.5,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001312,26.62,43.34,0,23,1,1,0.1429,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001313,35.05,57.24,0,26,1,1,0.3333,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001314,12.51,18.2,0,10,1,1,0.125,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001315,27.87,45.48,0,1,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001316,4.06,3.8,0,29,1,1,0.2,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001317,23.76,38.38,0,11,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001318,45.05,71.08,0,12,1,1,0.5,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001319,0.24,0.12,0,25,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001320,14.58,21.98,0,14,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001321,31.83,52.08,0,35,1,1,0.3333,0,0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001322,51.76,79.06,0,27,1,1,0.28,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001323,15.08,22.88,0,33,1,1,0.3333,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001324,7.88,9.88,0,9,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001325,6.65,7.88,0,27,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001326,23.95,38.72,0,2,1,1,0.125,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001327,61.88,87.52,0,14,1,1,0.1429,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001328,33.24,54.28,0,26,1,1,0.25,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001329,12.72,18.56,0,4,1,1,0.2,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001330,37.78,61.58,0,14,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001331,16.09,24.64,0,10,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001332,32.08,52.4,0,10,1,1,0.5,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001333,56.37,83.68,0,8,1,1,0.1667,0,-0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001334,8.1,10.28,0,28,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001335,39.87,64.46,0,7,1,1,0.5,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001336,94.59,99.48,1,34,1,1,0.2,4,0.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001337,31.8,52.02,0,9,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001338,66.73,90.98,0,0,1,1,0.1667,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001339,59.23,86.08,0,28,1,1,0.3333,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001340,27.76,45.3,0,6,1,1,0.1667,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001341,47.1,73.66,0,3,1,1,0.1429,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001342,57.29,84.52,0,20,1,1,0.5,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001343,16.74,25.9,0,34,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001344,14.01,20.94,0,12,1,1,0.1667,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001345,65.63,90.1,0,33,1,1,0.1111,1,0.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001346,16.55,25.54,0,24,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001347,30.12,49.26,0,27,1,1,0.1667,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001348,2.73,2.14,0,1,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001349,53.08,80.52,0,30,1,1,0.2,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001350,12.63,18.42,0,32,1,1,0.1667,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001351,32.5,53.08,0,13,1,1,0.2,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001352,24.24,39.22,0,24,1,1,0.1667,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001353,55.85,83.3,0,27,1,1,0.1429,1,-0.33,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001354,71.96,94.78,0,26,1,1,0.1667,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001355,67.07,91.3,0,26,1,1,0.25,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001356,2.54,1.92,0,8,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001357,48.29,74.96,0,27,1,1,0.2,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001358,67.9,91.9,0,36,2,1,0.28,0,-0.5,15.0,RECURRING_EXCLUSIVE_PAIRING,NONE,NONE
MPLADS-001359,20.06,31.96,0,9,1,1,0.25,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001360,33.71,55.02,0,6,1,1,0.5,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001361,7.29,8.92,0,10,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001362,41.36,66.48,0,11,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001363,25.79,41.88,0,35,1,1,0.125,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001364,65.42,89.94,0,14,1,1,1.0,0,0.67,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE,NONE
MPLADS-001365,81.13,98.42,1,30,2,1,0.28,0,1.83,0.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-001366,17.91,28.02,0,30,1,1,0.25,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001367,27.0,44.02,0,10,1,1,0.3333,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001368,35.52,57.98,0,0,1,1,0.3333,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001369,63.65,88.68,0,26,1,1,0.1429,1,0.67,50.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,RECURRING_EXCLUSIVE_PAIRING
MPLADS-001370,9.68,13.12,0,6,1,1,0.1429,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001371,47.21,73.8,0,10,1,1,0.2,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001372,2.96,2.44,0,30,1,1,0.1667,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001373,54.88,82.26,0,12,1,1,0.125,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001374,16.47,25.38,0,7,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001375,38.75,62.98,0,0,1,1,0.5,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001376,25.46,41.34,0,17,1,1,0.1667,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001377,32.82,53.58,0,36,1,1,0.25,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001378,12.3,17.84,0,31,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001379,16.24,24.94,0,30,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001380,1.87,1.18,0,11,1,1,0.1429,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001381,30.54,50.04,0,6,1,1,0.3333,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001382,41.84,67.06,0,33,1,1,0.1429,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001383,9.35,12.54,0,28,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001384,24.28,39.3,0,34,1,1,0.25,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001385,26.25,42.68,0,11,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001386,12.84,18.8,0,30,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001387,15.86,24.26,0,7,1,1,0.125,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001388,5.41,5.8,0,12,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001389,26.52,43.16,0,4,1,1,0.3333,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001390,40.5,65.34,0,4,1,1,0.25,0,1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001391,12.16,17.56,0,30,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001392,3.92,3.6,0,3,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001393,7.65,9.48,0,10,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001394,33.27,54.32,0,35,1,1,0.3333,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001395,54.01,81.4,0,20,1,1,0.25,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001396,15.06,22.84,0,0,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001397,4.36,4.2,0,25,1,1,0.1429,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001398,23.07,37.26,0,24,1,1,0.5,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001399,8.88,11.64,0,9,1,1,0.25,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001400,28.36,46.32,0,1,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001401,63.52,88.58,0,34,1,1,0.25,0,-0.67,15.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,RECURRING_EXCLUSIVE_PAIRING,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-001402,21.55,34.56,0,35,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001403,69.64,93.18,0,17,1,1,0.1667,0,0.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-001404,23.27,37.58,0,32,1,1,0.2,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001405,26.07,42.38,0,11,1,1,0.125,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001406,17.76,27.74,0,2,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001407,18.03,28.24,0,13,1,1,0.1667,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001408,29.4,48.02,0,16,1,1,0.1111,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001409,75.12,96.32,1,34,1,1,0.1667,2,1.0,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-001410,18.88,29.8,0,33,1,1,0.3333,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001411,57.08,84.28,0,27,1,1,0.125,1,1.33,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001412,36.95,60.26,0,33,1,1,0.2,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001413,16.54,25.5,0,1,1,1,0.1667,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001414,53.0,80.42,0,35,1,1,0.25,1,1.0,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001415,81.18,98.44,1,9,1,1,1.0,2,2.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001416,40.44,65.26,0,9,1,1,0.2,0,-1.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001417,5.89,6.6,0,35,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001418,46.91,73.34,0,20,1,1,0.2,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001419,9.11,12.1,0,7,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001420,77.77,97.46,1,26,1,1,0.1429,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE
MPLADS-001421,31.45,51.44,0,23,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001422,13.53,20.08,0,33,1,1,0.2,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001423,18.22,28.62,0,22,1,1,0.1667,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001424,39.74,64.28,0,11,1,1,0.25,0,-1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001425,47.8,74.4,0,26,1,1,0.125,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001426,1.3,0.7,0,0,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001427,2.05,1.36,0,32,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001428,48.35,75.06,0,11,1,1,0.0909,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001429,65.83,90.24,0,27,1,1,0.1111,1,0.67,50.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,RECURRING_EXCLUSIVE_PAIRING
MPLADS-001430,42.09,67.42,0,20,1,1,0.1,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001431,45.97,72.2,0,32,1,1,0.1,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001432,52.1,79.42,0,6,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001433,4.99,5.14,0,7,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001434,25.41,41.24,0,30,1,1,0.1667,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001435,3.42,2.94,0,29,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001436,28.84,47.16,0,12,1,1,0.5,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001437,7.72,9.6,0,3,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001438,11.94,17.14,0,19,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001439,60.4,86.7,0,33,1,1,1.0,0,0.67,15.0,RECURRING_EXCLUSIVE_PAIRING,HUB_CENTRALITY_SPIKE,NONE
MPLADS-001440,3.59,3.16,0,17,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001441,35.41,57.8,0,34,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001442,54.69,82.16,0,27,1,1,0.2,1,-0.33,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001443,69.24,92.86,0,21,1,1,1.0,1,1.17,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001444,7.21,8.8,0,16,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001445,87.1,99.1,1,9,1,1,0.5,2,4.33,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-001446,57.66,84.82,0,30,1,1,0.2,1,2.67,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001447,14.3,21.5,0,23,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001448,65.87,90.28,0,12,1,1,0.25,2,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-001449,55.53,82.96,0,2,1,1,0.5,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001450,51.05,78.16,0,21,1,1,0.2,1,1.17,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001451,42.01,67.3,0,3,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001452,32.57,53.22,0,4,1,1,0.125,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001453,38.11,62.1,0,35,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001454,93.67,99.28,1,13,1,1,0.25,4,2.17,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-001455,10.84,15.28,0,8,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001456,52.29,79.64,0,28,1,1,1.0,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001457,24.27,39.26,0,33,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-001458,5.13,5.34,0,11,1,1,0.1837,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
