project_id,payment_anomaly_score,payment_anomaly_percentile,is_payment_anomaly,payment_unverified_rate,payment_unverified_exposure,payment_smurfing_score,payment_velocity_ratio,payment_lumpiness_index,payment_timing_risk,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-001151,18.71,32.04,0,0.0,0.0,0.0,0.9401,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001152,20.48,34.52,0,0.0,0.0,0.0,0.9233,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001153,18.29,31.38,0,0.0,0.0,0.0,0.9065,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001154,44.38,72.42,0,0.0,0.0,0.9802,0.9459,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001155,20.47,34.5,0,0.0,0.0,0.0,0.857,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001156,71.92,92.1,0,1.0,1975000.0,0.0,0.8658,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001157,34.11,56.02,0,0.0,0.0,0.0,0.9366,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001158,12.42,21.28,0,0.0,0.0,0.0,0.9778,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001159,29.72,47.68,0,0.0,0.0,0.0,0.9143,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001160,26.47,42.2,0,0.0,0.0,0.0,0.9547,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001161,17.8,30.62,0,0.0,0.0,0.0,0.9115,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001162,31.09,50.28,0,0.0,0.0,0.0,0.9495,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001163,17.4,30.02,0,0.0,0.0,0.0,0.9709,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001164,14.25,24.8,0,0.0,0.0,0.0,0.8635,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001165,5.24,8.0,0,0.0,0.0,0.0,0.8891,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001166,83.84,98.3,1,0.0,0.0,0.0,0.9655,0.25,0.3466,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-001167,31.65,51.42,0,0.0,0.0,0.0,0.9507,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001168,67.67,89.16,0,0.0,0.0,0.0,0.9619,0.2222,0.231,25.0,STATUTORY_CEILING_SMURFING,PAYMENT_TIMING_ANOMALY,NONE
MPLADS-001169,17.77,30.56,0,0.0,0.0,0.0,0.8689,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001170,41.31,68.18,0,0.0,0.0,0.0,0.9493,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001171,20.51,34.58,0,0.0,0.0,0.0,0.8675,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001172,19.93,33.82,0,0.0,0.0,0.0,0.9301,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001173,73.08,92.74,0,0.0,0.0,0.034,0.8554,0.2222,0.0,25.0,STATUTORY_CEILING_SMURFING,NONE,NONE
MPLADS-001174,43.26,71.0,0,0.0,0.0,0.0,0.9212,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001175,13.16,22.74,0,0.0,0.0,0.0,0.9293,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001176,82.42,97.5,1,0.0,0.0,0.4118,0.908,0.2222,0.231,25.0,STATUTORY_CEILING_SMURFING,PAYMENT_TIMING_ANOMALY,NONE
MPLADS-001177,78.0,95.28,1,0.0,0.0,0.0,0.9058,0.2222,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-001178,13.91,24.18,0,0.0,0.0,0.0,0.9108,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001179,4.65,7.02,0,0.0,0.0,0.0,0.9037,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001180,20.56,34.68,0,0.0,0.0,0.0,0.961,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001181,25.44,40.88,0,0.0,0.0,0.0,0.8686,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001182,38.38,63.74,0,0.0,0.0,0.0,0.8511,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001183,20.83,34.98,0,0.0,0.0,0.115,0.9537,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001184,6.54,10.26,0,0.0,0.0,0.0,0.9479,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001185,38.32,63.62,0,0.0,0.0,0.0,0.8783,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001186,16.41,28.42,0,0.0,0.0,0.0,0.8596,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001187,18.31,31.42,0,0.0,0.0,0.0,0.9627,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001188,31.95,52.0,0,0.0,0.0,0.0,0.9383,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001189,16.71,28.92,0,0.0,0.0,0.0,0.9095,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001190,65.68,87.38,0,1.0,1658000.0,0.0,0.9362,0.2223,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001191,33.69,55.2,0,0.0,0.0,0.0,0.8759,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001192,25.6,41.04,0,0.0,0.0,0.0,0.8537,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001193,24.71,39.98,0,0.0,0.0,0.0,0.8953,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001194,28.33,45.04,0,0.0,0.0,0.0,0.9253,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001195,8.69,14.34,0,0.0,0.0,0.0111,0.8891,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001196,85.36,98.88,1,1.0,9431000.0,0.0,0.982,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001197,46.41,74.6,0,0.0,0.0,0.7261,0.9613,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001198,8.89,14.7,0,0.0,0.0,0.0,0.9703,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001199,29.89,48.0,0,0.0,0.0,0.0,0.9122,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001200,15.04,26.16,0,0.0,0.0,0.0,0.9755,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001201,12.55,21.54,0,0.0,0.0,0.0,0.9281,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001202,46.3,74.46,0,0.0,0.0,0.0,0.9208,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001203,1.61,2.22,0,0.0,0.0,0.0,0.9219,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001204,73.76,93.1,0,1.0,1366000.0,0.0,0.8543,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001205,30.71,49.52,0,0.0,0.0,0.0,0.8803,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001206,37.93,62.98,0,0.0,0.0,0.0,0.9725,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001207,72.54,92.42,0,1.0,1622000.0,0.0,0.8932,0.2223,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001208,19.44,33.08,0,0.0,0.0,0.0,0.9453,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001209,55.73,80.14,0,0.0,0.0,0.0,0.9354,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001210,35.74,59.02,0,0.0,0.0,0.0,0.8852,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001211,30.97,50.02,0,0.0,0.0,0.5341,0.9423,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001212,5.98,9.28,0,0.0,0.0,0.0,0.8708,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001213,0.86,0.94,0,0.0,0.0,0.0,0.9466,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001214,69.01,90.3,0,1.0,1509000.0,0.0,0.9449,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001215,76.8,94.58,0,0.0,0.0,0.0,0.9405,0.2222,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-001216,68.06,89.48,0,1.0,2553000.0,0.0,0.9352,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001217,80.93,96.78,1,1.0,974000.0,0.0,0.974,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001218,29.54,47.36,0,0.0,0.0,0.0,0.9081,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001219,41.77,68.8,0,0.0,0.0,0.0,0.9237,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001220,22.15,36.74,0,0.0,0.0,0.0,0.8506,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001221,44.5,72.62,0,0.0,0.0,0.0,0.9303,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001222,24.36,39.56,0,0.0,0.0,0.0,0.9016,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001223,58.17,81.62,0,0.0,0.0,0.0,0.9696,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001224,81.39,96.98,1,1.0,12613000.0,0.0,0.8996,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001225,83.5,98.18,1,1.0,2280000.0,0.7027,0.9197,0.2222,0.0,75.0,UNVERIFIED_DISBURSEMENT_BURST,STATUTORY_CEILING_SMURFING,NONE
MPLADS-001226,43.77,71.68,0,0.0,0.0,0.0,0.8565,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001227,6.16,9.6,0,0.0,0.0,0.0,0.8551,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001228,15.66,27.11,0,0.0,0.0,0.0,0.8616,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001229,79.4,96.0,1,1.0,866000.0,0.0,0.9485,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001230,2.53,3.66,0,0.0,0.0,0.0,0.9339,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001231,35.54,58.66,0,0.0,0.0,0.0,0.8689,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001232,100.0,100.0,1,1.0,582000.0,0.0,1.0,0.25,0.3466,50.0,UNVERIFIED_DISBURSEMENT_BURST,PAYMENT_TIMING_ANOMALY,NONE
MPLADS-001233,28.37,45.14,0,0.0,0.0,0.0,0.9073,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001234,81.29,96.96,1,1.0,764000.0,0.0,0.8536,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001235,52.48,78.3,0,0.0,0.0,0.0,0.9322,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001236,35.56,58.7,0,0.0,0.0,0.0002,0.9596,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001237,45.22,73.36,0,0.0,0.0,0.0,0.957,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001238,11.95,20.38,0,0.0,0.0,0.0,0.9005,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001239,45.12,73.22,0,0.0,0.0,0.0,0.8574,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001240,40.0,66.3,0,0.0,0.0,0.0,0.8615,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001241,28.69,45.72,0,0.0,0.0,0.0,0.8917,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001242,16.04,27.78,0,0.0,0.0,0.0,0.9376,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001243,1.81,2.54,0,0.0,0.0,0.0,0.9384,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001244,1.0,1.14,0,0.0,0.0,0.0,0.9231,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001245,61.24,83.44,0,0.0,0.0,0.0,0.9312,0.2222,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-001246,30.16,48.48,0,0.0,0.0,0.0,0.9786,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001247,36.7,60.74,0,0.0,0.0,0.0,0.949,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001248,80.59,96.62,1,1.0,903000.0,0.0,0.9505,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001249,47.75,75.56,0,0.0,0.0,0.0,0.8571,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001250,67.15,88.74,0,0.0,0.0,0.0,1.334,0.25,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-001251,39.12,65.0,0,0.0,0.0,0.0,0.9786,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001252,63.92,85.6,0,1.0,2098000.0,0.0,0.8871,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001253,14.35,24.98,0,0.0,0.0,0.0,0.8787,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001254,31.1,50.3,0,0.0,0.0,0.0,0.9446,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001255,17.34,29.94,0,0.0,0.0,0.0,0.8546,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001256,30.06,48.3,0,0.0,0.0,0.0,0.9066,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001257,9.34,15.48,0,0.0,0.0,0.0,0.9516,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001258,38.36,63.7,0,0.0,0.0,0.0,0.855,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001259,31.21,50.5,0,0.0,0.0,0.0,0.9427,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001260,36.02,59.52,0,0.0,0.0,0.0,0.8844,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001261,86.07,99.02,1,0.0,0.0,0.0,0.9116,0.25,0.0,25.0,ROUND_NUMBER_DISBURSEMENT_CONCENTRATION,NONE,NONE
MPLADS-001262,44.9,73.0,0,0.0,0.0,0.0,0.8914,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001263,28.47,45.3,0,0.0,0.0,0.0,0.8992,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001264,17.39,30.0,0,0.0,0.0,0.0,0.8948,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001265,46.91,74.98,0,0.0,0.0,0.0,0.98,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001266,4.4,6.64,0,0.0,0.0,0.0,0.9711,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001267,15.57,26.96,0,0.0,0.0,0.0,0.909,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001268,43.12,70.78,0,0.0,0.0,0.0,0.8966,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001269,31.8,51.72,0,0.0,0.0,0.0,0.9402,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001270,40.74,67.32,0,0.0,0.0,0.0,0.9681,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001271,30.9,49.9,0,0.0,0.0,0.0,0.9043,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001272,28.78,45.88,0,0.0,0.0,0.0,0.9218,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001273,22.24,36.82,0,0.0,0.0,0.0,0.8875,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001274,19.08,32.6,0,0.0,0.0,0.0,0.9172,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001275,10.34,17.38,0,0.0,0.0,0.0,0.9155,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001276,15.75,27.28,0,0.0,0.0,0.0,0.911,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001277,32.68,53.36,0,0.0,0.0,0.0,0.8667,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001278,14.42,25.1,0,0.0,0.0,0.0,0.8614,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001279,29.82,47.88,0,0.0,0.0,0.0,0.9017,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001280,78.5,95.54,1,1.0,651000.0,0.0,0.9017,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001281,82.0,97.26,1,1.0,632000.0,0.0,1.0,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001282,0.43,0.38,0,0.0,0.0,0.0,0.9176,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001283,24.92,40.28,0,0.0,0.0,0.0,0.9777,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001284,27.69,44.0,0,0.0,0.0,0.0,0.9495,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001285,83.72,98.26,1,1.0,486000.0,0.0,0.9858,0.25,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001286,23.77,38.84,0,0.0,0.0,0.0,0.9161,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001287,28.73,45.78,0,0.0,0.0,0.0,0.9052,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001288,64.76,86.48,0,1.0,1856000.0,0.0,0.9206,0.2223,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001289,9.14,15.14,0,0.0,0.0,0.0,0.9143,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001290,30.88,49.86,0,0.0,0.0,0.0,0.941,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001291,3.68,5.44,0,0.0,0.0,0.0,0.8723,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001292,2.63,3.82,0,0.0,0.0,0.0,0.891,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001293,33.9,55.6,0,0.0,0.0,0.0,0.8603,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001294,6.76,10.66,0,0.0,0.0,0.0,0.9497,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001295,27.86,44.3,0,0.0,0.0,0.1353,0.8821,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001296,42.53,70.0,0,0.0,0.0,0.0,0.8524,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001297,4.6,6.96,0,0.0,0.0,0.0,0.8852,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001298,19.25,32.8,0,0.0,0.0,0.0,0.8662,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001299,27.64,43.92,0,0.0,0.0,0.0,0.889,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001300,34.05,55.88,0,0.0,0.0,0.0,0.9571,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001301,17.16,29.66,0,0.0,0.0,0.0,0.8594,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001302,15.28,26.54,0,0.0,0.0,0.0,0.9559,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001303,34.1,55.98,0,0.0,0.0,0.0,0.9158,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001304,61.79,83.8,0,1.0,1549000.0,0.0,0.9348,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001305,45.58,73.78,0,0.0,0.0,0.0,0.9389,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001306,79.36,95.98,1,1.0,10707000.0,0.0,0.9058,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001307,2.32,3.32,0,0.0,0.0,0.0,0.9123,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001308,15.8,27.36,0,0.0,0.0,0.0,0.911,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001309,40.62,67.16,0,0.0,0.0,0.0,0.9685,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001310,65.26,86.96,0,1.0,1648000.0,0.0,0.9348,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-001311,46.01,74.22,0,0.0,0.0,0.0,0.9657,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001312,12.97,22.38,0,0.0,0.0,0.0,0.9655,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001313,30.7,49.5,0,0.0,0.0,0.0,0.8819,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001314,45.65,73.86,0,0.0,0.0,0.0,0.9618,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001315,18.86,32.28,0,0.0,0.0,0.0,0.8764,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001316,28.87,46.06,0,0.0,0.0,0.0,0.9542,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001317,45.15,73.28,0,0.0,0.0,0.0,0.9542,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001318,2.85,4.12,0,0.0,0.0,0.0,0.8799,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001319,3.81,5.66,0,0.0,0.0,0.0,0.8688,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001320,6.11,9.51,0,0.0,0.0,0.0,0.9621,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-001321,29.46,47.2,0,0.0,0.0,0.0,0.9076,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
