project_id,progress_observation_count,latest_physical_progress,latest_financial_progress,latest_planned_progress,latest_completion_percentage,latest_progress_mismatch,latest_progress_gap,financial_minus_physical_progress,actual_vs_planned_progress,physical_progress_slope,financial_progress_slope,planned_progress_slope,progress_gap_slope,progress_velocity_latest,progress_acceleration_latest,latest_delay_days,max_delay_days,extension_count,planned_duration_days,actual_duration_days,duration_overrun_days,duration_overrun_ratio,geotag_available_rate,geotag_consistency_rate,measurement_book_verified_rate
MPLADS-000945,1,96.5,92.2,85.4,96.5,4.3,-4.3,-4.3,6.5,0.4849,0.0,0.0,0.0,0.4849,-0.0159,0.0,0.0,0,180.0,199.0,19.0,1.1056,1.0,1.0,1.0
MPLADS-000946,1,78.7,94.3,88.6,78.7,15.6,15.6,15.6,-11.3,0.5178,0.0,0.0,0.0,0.5178,0.0459,15.6,15.6,0,160.0,152.0,0.0,0.95,1.0,1.0,1.0
MPLADS-000947,1,72.2,87.9,88.4,72.2,15.7,15.7,15.7,-17.8,0.1128,0.0,0.0,0.0,0.1128,0.0273,15.7,15.7,3,160.0,640.0,480.0,4.0,1.0,1.0,1.0
MPLADS-000948,1,73.1,91.9,82.2,73.1,18.8,18.8,18.8,-16.9,1.179,0.0,0.0,0.0,1.179,0.0244,18.8,18.8,0,60.0,62.0,2.0,1.0333,1.0,1.0,1.0
MPLADS-000949,1,97.4,91.0,87.5,97.4,6.4,-6.4,-6.4,7.4,0.5441,0.0,0.0,0.0,0.5441,0.0258,0.0,0.0,0,180.0,179.0,0.0,0.9944,1.0,1.0,1.0
MPLADS-000950,1,92.3,92.8,82.7,92.3,0.5,0.5,0.5,2.3,1.0033,0.0,0.0,0.0,1.0033,0.034,0.5,0.5,0,60.0,92.0,32.0,1.5333,1.0,1.0,1.0
MPLADS-000951,1,23.3,89.5,89.0,23.3,66.2,66.2,66.2,-66.7,0.1404,0.0,0.0,0.0,0.1404,0.0124,66.2,66.2,0,160.0,166.0,6.0,1.0375,1.0,1.0,0.0
MPLADS-000952,1,92.3,87.5,89.1,92.3,4.8,-4.8,-4.8,2.3,0.7692,0.0,0.0,0.0,0.7692,-0.0185,0.0,0.0,0,90.0,120.0,30.0,1.3333,1.0,1.0,1.0
MPLADS-000953,1,70.1,96.2,92.7,70.1,26.1,26.1,26.1,-19.9,0.6373,0.0,0.0,0.0,0.6373,-0.0028,26.1,26.1,0,120.0,110.0,0.0,0.9167,1.0,1.0,1.0
MPLADS-000954,1,52.9,96.9,82.5,52.9,44.0,44.0,44.0,-37.1,0.1176,0.0,0.0,0.0,0.1176,-0.0103,44.0,44.0,3,150.0,450.0,300.0,3.0,1.0,1.0,1.0
MPLADS-000955,1,44.9,92.2,89.4,44.9,47.3,47.3,47.3,-45.1,0.0935,0.0,0.0,0.0,0.0935,0.0049,47.3,47.3,2,160.0,480.0,320.0,3.0,1.0,1.0,1.0
MPLADS-000956,1,96.1,91.6,85.1,96.1,4.5,-4.5,-4.5,6.1,0.5896,0.0,0.0,0.0,0.5896,-0.0019,0.0,0.0,0,150.0,163.0,13.0,1.0867,1.0,1.0,1.0
MPLADS-000957,1,80.5,93.7,83.5,80.5,13.2,13.2,13.2,-9.5,0.2038,0.0,0.0,0.0,0.2038,0.0182,13.2,13.2,0,400.0,395.0,0.0,0.9875,1.0,1.0,1.0
MPLADS-000958,1,89.0,93.0,84.7,89.0,4.0,4.0,4.0,-1.0,1.0349,0.0,0.0,0.0,1.0349,0.0286,4.0,4.0,0,60.0,86.0,26.0,1.4333,1.0,1.0,1.0
MPLADS-000959,1,95.0,92.5,87.7,95.0,2.5,-2.5,-2.5,5.0,0.4634,0.0,0.0,0.0,0.4634,-0.018,0.0,0.0,0,210.0,205.0,0.0,0.9762,1.0,1.0,1.0
MPLADS-000960,1,92.5,96.6,99.3,92.5,4.1,4.1,4.1,2.5,0.4744,0.0,0.0,0.0,0.4744,-0.0137,4.1,4.1,0,180.0,195.0,15.0,1.0833,1.0,1.0,1.0
MPLADS-000961,1,95.5,87.8,92.4,95.5,7.7,-7.7,-7.7,5.5,0.3979,0.0,0.0,0.0,0.3979,0.041,0.0,0.0,0,210.0,240.0,30.0,1.1429,1.0,1.0,1.0
MPLADS-000962,1,87.3,96.2,82.5,87.3,8.9,8.9,8.9,-2.7,0.3897,0.0,0.0,0.0,0.3897,-0.0025,8.9,8.9,0,210.0,224.0,14.0,1.0667,1.0,1.0,1.0
MPLADS-000963,1,82.0,90.6,94.9,82.0,8.6,8.6,8.6,-8.0,0.5359,0.0,0.0,0.0,0.5359,0.02,8.6,8.6,0,120.0,153.0,33.0,1.275,1.0,1.0,1.0
MPLADS-000964,1,97.9,87.9,92.3,97.9,10.0,-10.0,-10.0,7.9,0.8741,0.0,0.0,0.0,0.8741,-0.0026,0.0,0.0,0,90.0,112.0,22.0,1.2444,1.0,1.0,1.0
MPLADS-000965,1,71.4,86.0,86.7,71.4,14.6,14.6,14.6,-18.6,0.1845,0.0,0.0,0.0,0.1845,0.0363,14.6,14.6,0,400.0,387.0,0.0,0.9675,1.0,1.0,1.0
MPLADS-000966,1,81.3,132.6,82.8,81.3,51.3,51.3,51.3,-8.7,0.9795,0.0,0.0,0.0,0.9795,0.0234,51.3,51.3,0,60.0,83.0,23.0,1.3833,1.0,1.0,1.0
MPLADS-000967,1,80.0,93.1,81.8,80.0,13.1,13.1,13.1,-10.0,0.1951,0.0,0.0,0.0,0.1951,0.0139,13.1,13.1,0,400.0,410.0,10.0,1.025,1.0,1.0,1.0
MPLADS-000968,1,70.1,86.5,80.2,70.1,16.4,16.4,16.4,-19.9,0.674,0.0,0.0,0.0,0.674,0.0125,16.4,16.4,0,90.0,104.0,14.0,1.1556,1.0,1.0,1.0
MPLADS-000969,1,79.5,89.0,97.3,79.5,9.5,9.5,9.5,-10.5,0.8196,0.0,0.0,0.0,0.8196,-0.0076,9.5,9.5,0,90.0,97.0,7.0,1.0778,1.0,1.0,1.0
MPLADS-000970,1,93.1,85.3,87.0,93.1,7.8,-7.8,-7.8,3.1,0.5115,0.0,0.0,0.0,0.5115,0.0383,0.0,0.0,0,160.0,182.0,22.0,1.1375,1.0,1.0,1.0
MPLADS-000971,1,86.8,90.7,99.5,86.8,3.9,3.9,3.9,-3.2,1.1273,0.0,0.0,0.0,1.1273,-0.0165,3.9,3.9,0,90.0,77.0,0.0,0.8556,1.0,1.0,1.0
MPLADS-000972,1,0.0,100.0,99.9,0.0,100.0,100.0,100.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0214,100.0,100.0,0,150.0,146.0,0.0,0.9733,0.0,0.0,0.0
MPLADS-000973,1,80.1,96.1,90.2,80.1,16.0,16.0,16.0,-9.9,0.9207,0.0,0.0,0.0,0.9207,-0.0169,16.0,16.0,0,90.0,87.0,0.0,0.9667,1.0,1.0,1.0
MPLADS-000974,1,72.4,93.8,99.6,72.4,21.4,21.4,21.4,-17.6,0.4553,0.0,0.0,0.0,0.4553,0.0141,21.4,21.4,0,150.0,159.0,9.0,1.06,1.0,1.0,1.0
MPLADS-000975,1,89.3,89.8,96.1,89.3,0.5,0.5,0.5,-0.7,1.1162,0.0,0.0,0.0,1.1162,-0.001,0.5,0.5,0,60.0,80.0,20.0,1.3333,1.0,1.0,1.0
MPLADS-000976,1,90.8,96.7,91.2,90.8,5.9,5.9,5.9,0.8,1.8531,0.0,0.0,0.0,1.8531,0.0466,5.9,5.9,0,60.0,49.0,0.0,0.8167,1.0,1.0,1.0
MPLADS-000977,1,78.1,93.7,84.0,78.1,15.6,15.6,15.6,-11.9,0.6008,0.0,0.0,0.0,0.6008,0.0195,15.6,15.6,0,120.0,130.0,10.0,1.0833,1.0,1.0,1.0
MPLADS-000978,1,80.9,88.2,99.5,80.9,7.3,7.3,7.3,-9.1,1.3948,0.0,0.0,0.0,1.3948,-0.0,7.3,7.3,0,60.0,58.0,0.0,0.9667,1.0,1.0,1.0
MPLADS-000979,1,78.5,91.1,98.6,78.5,12.6,12.6,12.6,-11.5,0.3685,0.0,0.0,0.0,0.3685,-0.0044,12.6,12.6,0,180.0,213.0,33.0,1.1833,1.0,1.0,1.0
MPLADS-000980,1,77.2,89.5,87.3,77.2,12.3,12.3,12.3,-12.8,0.5361,0.0,0.0,0.0,0.5361,-0.0066,12.3,12.3,0,120.0,144.0,24.0,1.2,1.0,1.0,1.0
MPLADS-000981,1,89.3,94.6,89.7,89.3,5.3,5.3,5.3,-0.7,0.4252,0.0,0.0,0.0,0.4252,0.008,5.3,5.3,0,210.0,210.0,0.0,1.0,1.0,1.0,1.0
MPLADS-000982,1,71.3,86.2,84.0,71.3,14.9,14.9,14.9,-18.7,0.3428,0.0,0.0,0.0,0.3428,0.02,14.9,14.9,0,180.0,208.0,28.0,1.1556,1.0,1.0,1.0
MPLADS-000983,1,71.3,87.2,82.5,71.3,15.9,15.9,15.9,-18.7,0.6254,0.0,0.0,0.0,0.6254,-0.0052,15.9,15.9,0,90.0,114.0,24.0,1.2667,1.0,1.0,1.0
MPLADS-000984,1,88.8,87.5,95.3,88.8,1.3,-1.3,-1.3,-1.2,0.4577,0.0,0.0,0.0,0.4577,-0.0117,0.0,0.0,0,160.0,194.0,34.0,1.2125,1.0,1.0,1.0
MPLADS-000985,1,74.8,85.3,97.5,74.8,10.5,10.5,10.5,-15.2,0.502,0.0,0.0,0.0,0.502,0.0021,10.5,10.5,0,150.0,149.0,0.0,0.9933,1.0,1.0,1.0
MPLADS-000986,1,91.5,89.7,90.2,91.5,1.8,-1.8,-1.8,1.5,1.1883,0.0,0.0,0.0,1.1883,-0.0183,0.0,0.0,0,90.0,77.0,0.0,0.8556,1.0,1.0,1.0
MPLADS-000987,1,70.2,93.3,80.3,70.2,23.1,23.1,23.1,-19.8,0.1679,0.0,0.0,0.0,0.1679,0.0064,23.1,23.1,0,400.0,418.0,18.0,1.045,1.0,1.0,1.0
MPLADS-000988,1,74.4,89.0,96.0,74.4,14.6,14.6,14.6,-15.6,1.4308,0.0,0.0,0.0,1.4308,0.0498,14.6,14.6,0,60.0,52.0,0.0,0.8667,1.0,1.0,1.0
MPLADS-000989,1,86.9,87.5,82.8,86.9,0.6,0.6,0.6,-3.1,0.5606,0.0,0.0,0.0,0.5606,-0.0113,0.6,0.6,0,150.0,155.0,5.0,1.0333,1.0,1.0,1.0
MPLADS-000990,1,79.4,91.0,99.7,79.4,11.6,11.6,11.6,-10.6,0.4411,0.0,0.0,0.0,0.4411,0.0026,11.6,11.6,0,160.0,180.0,20.0,1.125,1.0,1.0,1.0
MPLADS-000991,1,91.8,85.3,84.6,91.8,6.5,-6.5,-6.5,1.8,0.2175,0.0,0.0,0.0,0.2175,0.0284,0.0,0.0,0,400.0,422.0,22.0,1.055,1.0,1.0,1.0
MPLADS-000992,1,93.6,90.7,98.8,93.6,2.9,-2.9,-2.9,3.6,0.3884,0.0,0.0,0.0,0.3884,0.0151,0.0,0.0,0,210.0,241.0,31.0,1.1476,1.0,1.0,1.0
MPLADS-000993,1,82.0,94.2,85.9,82.0,12.2,12.2,12.2,-8.0,0.4409,0.0,0.0,0.0,0.4409,-0.0055,12.2,12.2,0,180.0,186.0,6.0,1.0333,1.0,1.0,1.0
MPLADS-000994,1,96.9,96.3,87.3,96.9,0.6,-0.6,-0.6,6.9,0.5734,0.0,0.0,0.0,0.5734,0.0435,0.0,0.0,0,180.0,169.0,0.0,0.9389,1.0,1.0,1.0
MPLADS-000995,1,82.0,93.9,93.1,82.0,11.9,11.9,11.9,-8.0,0.7387,0.0,0.0,0.0,0.7387,0.041,11.9,11.9,0,90.0,111.0,21.0,1.2333,1.0,1.0,1.0
MPLADS-000996,1,71.0,85.0,99.1,71.0,14.0,14.0,14.0,-19.0,0.4128,0.0,0.0,0.0,0.4128,-0.008,14.0,14.0,0,180.0,172.0,0.0,0.9556,1.0,1.0,1.0
MPLADS-000997,1,84.1,89.8,90.5,84.1,5.7,5.7,5.7,-5.9,0.623,0.0,0.0,0.0,0.623,0.0302,5.7,5.7,0,150.0,135.0,0.0,0.9,1.0,1.0,1.0
MPLADS-000998,1,77.5,85.4,98.4,77.5,7.9,7.9,7.9,-12.5,0.1928,0.0,0.0,0.0,0.1928,0.035,7.9,7.9,0,400.0,402.0,2.0,1.005,1.0,1.0,1.0
MPLADS-000999,1,76.0,97.8,86.2,76.0,21.8,21.8,21.8,-14.0,0.1776,0.0,0.0,0.0,0.1776,0.0151,21.8,21.8,0,400.0,428.0,28.0,1.07,1.0,1.0,1.0
MPLADS-001000,1,95.8,96.6,88.7,95.8,0.8,0.8,0.8,5.8,0.6843,0.0,0.0,0.0,0.6843,0.0362,0.8,0.8,0,120.0,140.0,20.0,1.1667,1.0,1.0,1.0
MPLADS-001001,1,99.8,97.9,94.2,99.8,1.9,-1.9,-1.9,9.8,0.7129,0.0,0.0,0.0,0.7129,0.037,0.0,0.0,0,150.0,140.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-001002,1,91.1,91.8,90.1,91.1,0.7,0.7,0.7,1.1,0.4488,0.0,0.0,0.0,0.4488,-0.0148,0.7,0.7,0,180.0,203.0,23.0,1.1278,1.0,1.0,1.0
MPLADS-001003,1,92.7,89.6,88.5,92.7,3.1,-3.1,-3.1,2.7,0.8061,0.0,0.0,0.0,0.8061,0.0413,0.0,0.0,0,90.0,115.0,25.0,1.2778,1.0,1.0,1.0
MPLADS-001004,1,19.8,86.6,81.7,19.8,66.8,66.8,66.8,-70.2,0.0947,0.0,0.0,0.0,0.0947,0.0145,66.8,66.8,0,210.0,209.0,0.0,0.9952,1.0,1.0,0.0
MPLADS-001005,1,89.5,85.3,93.1,89.5,4.2,-4.2,-4.2,-0.5,0.2172,0.0,0.0,0.0,0.2172,0.0169,0.0,0.0,0,400.0,412.0,12.0,1.03,1.0,1.0,1.0
MPLADS-001006,1,34.2,91.6,92.7,34.2,57.4,57.4,57.4,-55.8,0.1591,0.0,0.0,0.0,0.1591,-0.0178,57.4,57.4,0,210.0,215.0,5.0,1.0238,1.0,1.0,0.0
MPLADS-001007,1,75.1,88.6,81.4,75.1,13.5,13.5,13.5,-14.9,0.7152,0.0,0.0,0.0,0.7152,0.0434,13.5,13.5,0,90.0,105.0,15.0,1.1667,1.0,1.0,1.0
MPLADS-001008,1,89.7,86.1,80.4,89.7,3.6,-3.6,-3.6,-0.3,1.6925,0.0,0.0,0.0,1.6925,0.0361,0.0,0.0,0,60.0,53.0,0.0,0.8833,1.0,1.0,1.0
MPLADS-001009,1,75.8,95.3,91.6,75.8,19.5,19.5,19.5,-14.2,0.4382,0.0,0.0,0.0,0.4382,0.0103,19.5,19.5,0,150.0,173.0,23.0,1.1533,1.0,1.0,1.0
MPLADS-001010,1,72.5,89.1,87.4,72.5,16.6,16.6,16.6,-17.5,0.4833,0.0,0.0,0.0,0.4833,0.0143,16.6,16.6,0,160.0,150.0,0.0,0.9375,1.0,1.0,1.0
MPLADS-001011,1,77.6,93.7,80.0,77.6,16.1,16.1,16.1,-12.4,0.6748,0.0,0.0,0.0,0.6748,-0.0035,16.1,16.1,0,90.0,115.0,25.0,1.2778,1.0,1.0,1.0
MPLADS-001012,1,75.8,90.4,96.1,75.8,14.6,14.6,14.6,-14.2,0.5087,0.0,0.0,0.0,0.5087,-0.0197,14.6,14.6,0,150.0,149.0,0.0,0.9933,1.0,1.0,1.0
MPLADS-001013,1,89.1,90.0,96.0,89.1,0.9,0.9,0.9,-0.9,1.2729,0.0,0.0,0.0,1.2729,-0.0041,0.9,0.9,0,60.0,70.0,10.0,1.1667,1.0,1.0,1.0
MPLADS-001014,1,90.6,92.3,84.0,90.6,1.7,1.7,1.7,0.6,0.5922,0.0,0.0,0.0,0.5922,-0.0175,1.7,1.7,0,150.0,153.0,3.0,1.02,1.0,1.0,1.0
MPLADS-001015,1,75.6,89.3,84.0,75.6,13.7,13.7,13.7,-14.4,0.1953,0.0,0.0,0.0,0.1953,0.0213,13.7,13.7,0,400.0,387.0,0.0,0.9675,1.0,1.0,1.0
MPLADS-001016,1,95.9,96.9,87.4,95.9,1.0,1.0,1.0,5.9,0.6436,0.0,0.0,0.0,0.6436,0.0161,1.0,1.0,0,120.0,149.0,29.0,1.2417,1.0,1.0,1.0
MPLADS-001017,1,80.2,86.4,96.9,80.2,6.2,6.2,6.2,-9.8,0.4071,0.0,0.0,0.0,0.4071,-0.0195,6.2,6.2,0,210.0,197.0,0.0,0.9381,1.0,1.0,1.0
MPLADS-001018,1,66.3,95.8,89.9,66.3,29.5,29.5,29.5,-23.7,0.1381,0.0,0.0,0.0,0.1381,0.0411,29.5,29.5,2,160.0,480.0,320.0,3.0,1.0,1.0,1.0
MPLADS-001019,1,72.6,90.6,84.7,72.6,18.0,18.0,18.0,-17.4,0.4595,0.0,0.0,0.0,0.4595,0.0103,18.0,18.0,0,160.0,158.0,0.0,0.9875,1.0,1.0,1.0
MPLADS-001020,1,75.6,94.9,94.4,75.6,19.3,19.3,19.3,-14.4,0.4941,0.0,0.0,0.0,0.4941,0.0213,19.3,19.3,0,150.0,153.0,3.0,1.02,1.0,1.0,1.0
MPLADS-001021,1,72.6,94.8,96.3,72.6,22.2,22.2,22.2,-17.4,0.1881,0.0,0.0,0.0,0.1881,0.0478,22.2,22.2,0,400.0,386.0,0.0,0.965,1.0,1.0,1.0
MPLADS-001022,1,81.6,96.2,96.2,81.6,14.6,14.6,14.6,-8.4,0.1902,0.0,0.0,0.0,0.1902,0.0005,14.6,14.6,0,400.0,429.0,29.0,1.0725,1.0,1.0,1.0
MPLADS-001023,1,92.7,144.4,88.5,92.7,51.7,51.7,51.7,2.7,0.5584,0.0,0.0,0.0,0.5584,-0.0146,51.7,51.7,0,150.0,166.0,16.0,1.1067,1.0,1.0,1.0
MPLADS-001024,1,18.0,63.1,82.2,18.0,45.1,45.1,45.1,-72.0,0.1277,0.0,0.0,0.0,0.1277,0.0309,45.1,45.1,0,120.0,141.0,21.0,1.175,1.0,1.0,1.0
MPLADS-001025,1,78.5,93.3,89.6,78.5,14.8,14.8,14.8,-11.5,0.4645,0.0,0.0,0.0,0.4645,-0.0047,14.8,14.8,0,150.0,169.0,19.0,1.1267,1.0,1.0,1.0
MPLADS-001026,1,94.3,89.4,86.9,94.3,4.9,-4.9,-4.9,4.3,0.3979,0.0,0.0,0.0,0.3979,0.0396,0.0,0.0,0,210.0,237.0,27.0,1.1286,1.0,1.0,1.0
MPLADS-001027,1,83.4,85.6,84.4,83.4,2.2,2.2,2.2,-6.6,0.4129,0.0,0.0,0.0,0.4129,0.0419,2.2,2.2,0,210.0,202.0,0.0,0.9619,1.0,1.0,1.0
MPLADS-001028,1,54.8,90.2,87.0,54.8,35.4,35.4,35.4,-35.2,0.1522,0.0,0.0,0.0,0.1522,0.0009,35.4,35.4,2,120.0,360.0,240.0,3.0,1.0,1.0,1.0
MPLADS-001029,1,19.8,87.1,90.5,19.8,67.3,67.3,67.3,-70.2,0.0857,0.0,0.0,0.0,0.0857,0.0339,67.3,67.3,0,210.0,231.0,21.0,1.1,1.0,1.0,0.0
MPLADS-001030,1,79.2,86.9,94.4,79.2,7.7,7.7,7.7,-10.8,0.1995,0.0,0.0,0.0,0.1995,0.0154,7.7,7.7,0,400.0,397.0,0.0,0.9925,1.0,1.0,1.0
MPLADS-001031,1,91.3,141.1,92.6,91.3,49.8,49.8,49.8,1.3,0.5339,0.0,0.0,0.0,0.5339,0.0499,49.8,49.8,0,180.0,171.0,0.0,0.95,1.0,1.0,1.0
MPLADS-001032,1,71.4,90.7,95.6,71.4,19.3,19.3,19.3,-18.6,0.3449,0.0,0.0,0.0,0.3449,0.0122,19.3,19.3,0,210.0,207.0,0.0,0.9857,1.0,1.0,1.0
MPLADS-001033,1,72.7,93.2,96.5,72.7,20.5,20.5,20.5,-17.3,1.0691,0.0,0.0,0.0,1.0691,-0.0121,20.5,20.5,0,60.0,68.0,8.0,1.1333,1.0,1.0,1.0
MPLADS-001034,1,86.1,92.4,94.4,86.1,6.3,6.3,6.3,-3.9,0.7235,0.0,0.0,0.0,0.7235,0.0404,6.3,6.3,0,90.0,119.0,29.0,1.3222,1.0,1.0,1.0
MPLADS-001035,1,72.3,97.4,86.2,72.3,25.1,25.1,25.1,-17.7,0.3493,0.0,0.0,0.0,0.3493,-0.0076,25.1,25.1,0,180.0,207.0,27.0,1.15,1.0,1.0,1.0
MPLADS-001036,1,81.7,87.4,96.1,81.7,5.7,5.7,5.7,-8.3,1.2379,0.0,0.0,0.0,1.2379,0.036,5.7,5.7,0,60.0,66.0,6.0,1.1,1.0,1.0,1.0
MPLADS-001037,1,83.0,89.1,86.9,83.0,6.1,6.1,6.1,-7.0,0.5123,0.0,0.0,0.0,0.5123,-0.0129,6.1,6.1,0,160.0,162.0,2.0,1.0125,1.0,1.0,1.0
MPLADS-001038,1,74.4,94.8,94.7,74.4,20.4,20.4,20.4,-15.6,0.3937,0.0,0.0,0.0,0.3937,-0.0148,20.4,20.4,0,180.0,189.0,9.0,1.05,1.0,1.0,1.0
MPLADS-001039,1,80.1,88.7,85.6,80.1,8.6,8.6,8.6,-9.9,0.338,0.0,0.0,0.0,0.338,-0.0168,8.6,8.6,0,210.0,237.0,27.0,1.1286,1.0,1.0,1.0
MPLADS-001040,1,91.7,89.3,85.8,91.7,2.4,-2.4,-2.4,1.7,0.8187,0.0,0.0,0.0,0.8187,0.0091,0.0,0.0,0,90.0,112.0,22.0,1.2444,1.0,1.0,1.0
MPLADS-001041,1,80.3,96.4,98.8,80.3,16.1,16.1,16.1,-9.7,0.795,0.0,0.0,0.0,0.795,0.0476,16.1,16.1,0,90.0,101.0,11.0,1.1222,1.0,1.0,1.0
MPLADS-001042,1,95.1,85.1,88.6,95.1,10.0,-10.0,-10.0,5.1,0.5834,0.0,0.0,0.0,0.5834,-0.0006,0.0,0.0,0,150.0,163.0,13.0,1.0867,1.0,1.0,1.0
MPLADS-001043,1,70.4,94.6,82.8,70.4,24.2,24.2,24.2,-19.6,0.3592,0.0,0.0,0.0,0.3592,0.0226,24.2,24.2,0,210.0,196.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-001044,1,73.4,89.3,80.9,73.4,15.9,15.9,15.9,-16.6,0.4318,0.0,0.0,0.0,0.4318,0.0248,15.9,15.9,0,160.0,170.0,10.0,1.0625,1.0,1.0,1.0
MPLADS-001045,1,85.5,93.4,89.6,85.5,7.9,7.9,7.9,-4.5,1.5545,0.0,0.0,0.0,1.5545,0.0053,7.9,7.9,0,60.0,55.0,0.0,0.9167,1.0,1.0,1.0
MPLADS-001046,1,84.7,93.8,97.5,84.7,9.1,9.1,9.1,-5.3,0.4758,0.0,0.0,0.0,0.4758,0.0358,9.1,9.1,0,160.0,178.0,18.0,1.1125,1.0,1.0,1.0
MPLADS-001047,1,70.8,85.5,89.8,70.8,14.7,14.7,14.7,-19.2,0.1727,0.0,0.0,0.0,0.1727,0.0339,14.7,14.7,0,400.0,410.0,10.0,1.025,1.0,1.0,1.0
MPLADS-001048,1,90.6,87.9,98.1,90.6,2.7,-2.7,-2.7,0.6,1.1325,0.0,0.0,0.0,1.1325,0.0288,0.0,0.0,0,60.0,80.0,20.0,1.3333,1.0,1.0,1.0
MPLADS-001049,1,97.3,86.0,89.5,97.3,11.3,-11.3,-11.3,7.3,0.8927,0.0,0.0,0.0,0.8927,0.0233,0.0,0.0,0,90.0,109.0,19.0,1.2111,1.0,1.0,1.0
MPLADS-001050,1,83.1,94.9,97.7,83.1,11.8,11.8,11.8,-6.9,0.8656,0.0,0.0,0.0,0.8656,0.0497,11.8,11.8,0,90.0,96.0,6.0,1.0667,1.0,1.0,1.0
MPLADS-001051,1,76.8,85.9,85.7,76.8,9.1,9.1,9.1,-13.2,0.3783,0.0,0.0,0.0,0.3783,0.0391,9.1,9.1,0,210.0,203.0,0.0,0.9667,1.0,1.0,1.0
MPLADS-001052,1,98.2,86.3,98.1,98.2,11.9,-11.9,-11.9,8.2,0.4935,0.0,0.0,0.0,0.4935,0.016,0.0,0.0,0,210.0,199.0,0.0,0.9476,1.0,1.0,1.0
MPLADS-001053,1,74.6,85.5,92.6,74.6,10.9,10.9,10.9,-15.4,0.4168,0.0,0.0,0.0,0.4168,0.0337,10.9,10.9,0,180.0,179.0,0.0,0.9944,1.0,1.0,1.0
MPLADS-001054,1,77.9,93.2,82.5,77.9,15.3,15.3,15.3,-12.1,0.6086,0.0,0.0,0.0,0.6086,0.0287,15.3,15.3,0,120.0,128.0,8.0,1.0667,1.0,1.0,1.0
MPLADS-001055,1,85.6,86.6,86.0,85.6,1.0,1.0,1.0,-4.4,0.5487,0.0,0.0,0.0,0.5487,-0.0102,1.0,1.0,0,150.0,156.0,6.0,1.04,1.0,1.0,1.0
MPLADS-001056,1,92.8,93.0,88.1,92.8,0.2,0.2,0.2,2.8,0.2143,0.0,0.0,0.0,0.2143,0.0359,0.2,0.2,0,400.0,433.0,33.0,1.0825,1.0,1.0,1.0
MPLADS-001057,1,93.3,94.9,80.2,93.3,1.6,1.6,1.6,3.3,0.5242,0.0,0.0,0.0,0.5242,-0.0108,1.6,1.6,0,180.0,178.0,0.0,0.9889,1.0,1.0,1.0
MPLADS-001058,1,76.9,92.5,96.7,76.9,15.6,15.6,15.6,-13.1,0.4296,0.0,0.0,0.0,0.4296,0.0466,15.6,15.6,0,160.0,179.0,19.0,1.1187,1.0,1.0,1.0
MPLADS-001059,1,78.2,90.8,94.4,78.2,12.6,12.6,12.6,-11.8,0.4273,0.0,0.0,0.0,0.4273,0.0447,12.6,12.6,0,180.0,183.0,3.0,1.0167,1.0,1.0,1.0
MPLADS-001060,1,80.0,89.8,98.6,80.0,9.8,9.8,9.8,-10.0,0.7207,0.0,0.0,0.0,0.7207,0.0366,9.8,9.8,0,90.0,111.0,21.0,1.2333,1.0,1.0,1.0
MPLADS-001061,1,88.7,93.5,87.7,88.7,4.8,4.8,4.8,-1.3,0.7517,0.0,0.0,0.0,0.7517,-0.0017,4.8,4.8,0,90.0,118.0,28.0,1.3111,1.0,1.0,1.0
MPLADS-001062,1,70.3,87.7,87.7,70.3,17.4,17.4,17.4,-19.7,0.4394,0.0,0.0,0.0,0.4394,0.0048,17.4,17.4,0,160.0,160.0,0.0,1.0,1.0,1.0,1.0
MPLADS-001063,1,95.8,158.5,87.2,95.8,62.7,62.7,62.7,5.8,0.5382,0.0,0.0,0.0,0.5382,-0.0063,62.7,62.7,0,160.0,178.0,18.0,1.1125,1.0,1.0,1.0
MPLADS-001064,1,89.3,87.4,92.4,89.3,1.9,-1.9,-1.9,-0.7,0.4579,0.0,0.0,0.0,0.4579,0.0494,0.0,0.0,0,180.0,195.0,15.0,1.0833,1.0,1.0,1.0
MPLADS-001065,1,87.6,95.9,96.0,87.6,8.3,8.3,8.3,-2.4,0.4894,0.0,0.0,0.0,0.4894,0.0088,8.3,8.3,0,160.0,179.0,19.0,1.1187,1.0,1.0,1.0
MPLADS-001066,1,89.7,96.8,86.1,89.7,7.1,7.1,7.1,-0.3,0.5371,0.0,0.0,0.0,0.5371,0.0076,7.1,7.1,0,180.0,167.0,0.0,0.9278,1.0,1.0,1.0
MPLADS-001067,1,72.0,96.6,80.3,72.0,24.6,24.6,24.6,-18.0,0.187,0.0,0.0,0.0,0.187,0.0315,24.6,24.6,0,400.0,385.0,0.0,0.9625,1.0,1.0,1.0
MPLADS-001068,1,86.6,95.8,93.8,86.6,9.2,9.2,9.2,-3.4,0.7339,0.0,0.0,0.0,0.7339,0.0084,9.2,9.2,0,90.0,118.0,28.0,1.3111,1.0,1.0,1.0
MPLADS-001069,1,76.4,95.3,81.8,76.4,18.9,18.9,18.9,-13.6,0.8988,0.0,0.0,0.0,0.8988,0.0112,18.9,18.9,0,60.0,85.0,25.0,1.4167,1.0,1.0,1.0
