project_id,payment_count,total_paid,average_payment,median_payment,min_payment,max_payment,payment_amount_std,first_payment_date,last_payment_date,payment_span_days,average_days_between_payments,median_days_between_payments,payment_interval_std,payment_velocity_mean,payment_velocity_max,payment_frequency_mean,payment_concentration_max,duplicate_payment_count,duplicate_payment_rate,payment_timing_anomaly_count,payment_timing_anomaly_rate,unverified_payment_count,unverified_payment_rate,round_number_payment_count,round_number_payment_rate,final_installment_count,final_installment_amount,final_installment_share
MPLADS-000978,2,358000.0,179000.0,179000.0,179000.0,179000.0,0.0,2023-09-29,2023-10-28,29,29.0,29.0,0.0,5966.67,5966.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,179000.0,0.5
MPLADS-000979,3,2746000.0,915333.33,915300.0,915300.0,915400.0,57.74,2023-01-25,2023-06-16,142,71.0,71.0,0.0,15255.56,15256.67,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,915400.0,0.3334
MPLADS-000980,3,1955000.0,651666.67,651700.0,651600.0,651700.0,57.74,2023-11-01,2024-02-05,96,48.0,48.0,0.0,16291.67,16292.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,651600.0,0.3333
MPLADS-000981,3,2349000.0,783000.0,783000.0,783000.0,783000.0,0.0,2023-07-24,2023-12-11,140,70.0,70.0,0.0,11185.71,11185.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,783000.0,0.3333
MPLADS-000982,3,2056000.0,685333.33,685300.0,685300.0,685400.0,57.74,2023-09-06,2024-01-23,139,69.5,69.5,0.71,11422.22,11423.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,685400.0,0.3334
MPLADS-000983,2,964000.0,482000.0,482000.0,482000.0,482000.0,0.0,2022-08-22,2022-10-18,57,57.0,57.0,0.0,10711.11,10711.11,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,482000.0,0.5
MPLADS-000984,3,1506000.0,502000.0,502000.0,502000.0,502000.0,0.0,2023-07-23,2023-11-30,130,65.0,65.0,0.0,9412.5,9412.5,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,502000.0,0.3333
MPLADS-000985,3,1755000.0,585000.0,585000.0,585000.0,585000.0,0.0,2022-05-28,2022-09-05,100,50.0,50.0,0.0,11700.0,11700.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,585000.0,0.3333
MPLADS-000986,2,717000.0,358500.0,358500.0,358500.0,358500.0,0.0,2022-11-04,2022-12-13,39,39.0,39.0,0.0,7966.67,7966.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,358500.0,0.5
MPLADS-000987,3,8544000.0,2848000.0,2848000.0,2848000.0,2848000.0,0.0,2023-01-28,2023-11-03,279,139.5,139.5,0.71,21360.0,21360.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2848000.0,0.3333
MPLADS-000988,2,604000.0,302000.0,302000.0,302000.0,302000.0,0.0,2024-01-02,2024-01-28,26,26.0,26.0,0.0,10066.67,10066.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,302000.0,0.5
MPLADS-000989,3,1455000.0,485000.0,485000.0,485000.0,485000.0,0.0,2022-10-03,2023-01-15,104,52.0,52.0,0.0,9700.0,9700.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,485000.0,0.3333
MPLADS-000990,3,2688000.0,896000.0,896000.0,896000.0,896000.0,0.0,2023-06-17,2023-10-15,120,60.0,60.0,0.0,16800.0,16800.0,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,896000.0,0.3333
MPLADS-000991,3,12585000.0,4195000.0,4195000.0,4195000.0,4195000.0,0.0,2022-07-07,2023-04-15,282,141.0,141.0,0.0,31462.5,31462.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4195000.0,0.3333
MPLADS-000992,3,3304000.0,1101333.33,1101300.0,1101300.0,1101400.0,57.74,2023-02-08,2023-07-19,161,80.5,80.5,0.71,15733.34,15734.29,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1101400.0,0.3334
MPLADS-000993,3,2547000.0,849000.0,849000.0,849000.0,849000.0,0.0,2024-02-27,2024-06-30,124,62.0,62.0,0.0,14150.0,14150.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,849000.0,0.3333
MPLADS-000994,3,2976000.0,992000.0,992000.0,992000.0,992000.0,0.0,2023-04-09,2023-07-31,113,56.5,56.5,0.71,16533.33,16533.33,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,992000.0,0.3333
MPLADS-000995,3,1087000.0,362333.33,362300.0,362300.0,362400.0,57.74,2023-11-25,2024-02-07,74,37.0,37.0,0.0,12077.78,12080.0,30.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,362400.0,0.3334
MPLADS-000996,3,1602000.0,534000.0,534000.0,534000.0,534000.0,0.0,2023-12-19,2024-04-12,115,57.5,57.5,0.71,8900.0,8900.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,534000.0,0.3333
MPLADS-000997,2,948000.0,474000.0,474000.0,474000.0,474000.0,0.0,2023-03-31,2023-06-07,68,68.0,68.0,0.0,6320.0,6320.0,75.0,0.5,0,0.0,1,0.5,0,0.0,0,0.0,1,474000.0,0.5
MPLADS-000998,3,12882000.0,4294000.0,4294000.0,4294000.0,4294000.0,0.0,2022-07-28,2023-04-22,268,134.0,134.0,0.0,32205.0,32205.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4294000.0,0.3333
MPLADS-000999,3,10618000.0,3539333.33,3539300.0,3539300.0,3539400.0,57.74,2023-12-06,2024-09-17,286,143.0,143.0,0.0,26545.0,26545.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3539400.0,0.3333
MPLADS-001000,3,1261000.0,420333.33,420300.0,420300.0,420400.0,57.74,2022-07-01,2022-10-03,94,47.0,47.0,0.0,10508.33,10510.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,420400.0,0.3334
MPLADS-001001,3,1384000.0,461333.33,461300.0,461300.0,461400.0,57.74,2023-12-01,2024-03-04,94,47.0,47.0,0.0,9226.67,9228.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,461400.0,0.3334
MPLADS-001002,3,3117000.0,1039000.0,1039000.0,1039000.0,1039000.0,0.0,2022-09-09,2023-01-23,136,68.0,68.0,0.0,17316.67,17316.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1039000.0,0.3333
MPLADS-001003,2,871000.0,435500.0,435500.0,435500.0,435500.0,0.0,2022-11-03,2022-12-31,58,58.0,58.0,0.0,9677.78,9677.78,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,435500.0,0.5
MPLADS-001004,3,3121000.0,1040333.33,1040300.0,1040300.0,1040400.0,57.74,2023-09-11,2024-01-29,140,70.0,70.0,0.0,14861.91,14862.86,70.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,1040400.0,0.3334
MPLADS-001005,3,11725000.0,3908333.33,3908300.0,3908300.0,3908400.0,57.74,2023-07-03,2024-04-03,275,137.5,137.5,0.71,29312.5,29313.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3908400.0,0.3333
MPLADS-001006,3,2369000.0,789666.67,789700.0,789600.0,789700.0,57.74,2023-09-05,2024-01-27,144,72.0,72.0,0.0,11280.95,11281.43,70.0,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,789600.0,0.3333
MPLADS-001007,3,3524000.0,1174666.67,1174700.0,1174600.0,1174700.0,57.74,2022-07-27,2022-10-05,70,35.0,35.0,0.0,39155.56,39156.67,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1174600.0,0.3333
MPLADS-001008,2,410000.0,205000.0,205000.0,205000.0,205000.0,0.0,2023-04-11,2023-05-08,27,27.0,27.0,0.0,6833.33,6833.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,205000.0,0.5
MPLADS-001009,3,1103000.0,367666.67,367700.0,367600.0,367700.0,57.74,2024-03-16,2024-07-10,116,58.0,58.0,0.0,7353.33,7354.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,367600.0,0.3333
MPLADS-001010,3,1486000.0,495333.33,495300.0,495300.0,495400.0,57.74,2022-09-28,2023-01-06,100,50.0,50.0,0.0,9287.5,9288.75,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,495400.0,0.3334
MPLADS-001011,2,699000.0,349500.0,349500.0,349500.0,349500.0,0.0,2023-02-08,2023-04-07,58,58.0,58.0,0.0,7766.67,7766.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,349500.0,0.5
MPLADS-001012,3,1020000.0,340000.0,340000.0,340000.0,340000.0,0.0,2023-08-10,2023-11-18,100,50.0,50.0,0.0,6800.0,6800.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,340000.0,0.3333
MPLADS-001013,2,431000.0,215500.0,215500.0,215500.0,215500.0,0.0,2022-05-02,2022-06-06,35,35.0,35.0,0.0,7183.33,7183.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,215500.0,0.5
MPLADS-001014,3,1508000.0,502666.67,502700.0,502600.0,502700.0,57.74,2022-08-21,2022-12-01,102,51.0,51.0,0.0,10053.33,10054.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,502600.0,0.3333
MPLADS-001015,3,11027000.0,3675666.67,3675700.0,3675600.0,3675700.0,57.74,2022-10-13,2023-06-28,258,129.0,129.0,0.0,27567.5,27567.75,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3675600.0,0.3333
MPLADS-001016,3,1726000.0,575333.33,575300.0,575300.0,575400.0,57.74,2024-02-14,2024-05-24,100,50.0,50.0,0.0,14383.33,14385.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,575400.0,0.3334
MPLADS-001017,3,3071000.0,1023666.67,1023700.0,1023600.0,1023700.0,57.74,2023-03-19,2023-07-29,132,66.0,66.0,0.0,14623.81,14624.29,70.0,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,1023600.0,0.3333
MPLADS-001018,3,2806000.0,935333.33,935300.0,935300.0,935400.0,57.74,2024-06-10,2025-04-26,320,160.0,160.0,0.0,17537.5,17538.75,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,935400.0,0.3334
MPLADS-001019,3,1980000.0,660000.0,660000.0,660000.0,660000.0,0.0,2023-12-27,2024-04-11,106,53.0,53.0,0.0,12375.0,12375.0,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,660000.0,0.3333
MPLADS-001020,3,5627000.0,1875666.67,1875700.0,1875600.0,1875700.0,57.74,2023-06-04,2023-09-14,102,51.0,51.0,0.0,37513.33,37514.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1875600.0,0.3333
MPLADS-001021,3,12190000.0,4063333.33,4063300.0,4063300.0,4063400.0,57.74,2022-07-13,2023-03-28,258,129.0,129.0,0.0,30475.0,30475.5,133.3,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,4063400.0,0.3333
MPLADS-001022,3,13031000.0,4343666.67,4343700.0,4343600.0,4343700.0,57.74,2023-06-13,2024-03-25,286,143.0,143.0,0.0,32577.5,32577.75,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4343600.0,0.3333
MPLADS-001023,3,1939000.0,646333.33,646300.0,646300.0,646400.0,57.74,2023-02-27,2023-06-18,111,55.5,55.5,0.71,12926.67,12928.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,646400.0,0.3334
MPLADS-001024,3,1202000.0,400666.67,400700.0,400600.0,400700.0,57.74,2023-08-21,2023-11-23,94,47.0,47.0,0.0,10016.67,10017.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,400600.0,0.3333
MPLADS-001025,3,1802000.0,600666.67,600700.0,600600.0,600700.0,57.74,2022-09-06,2022-12-28,113,56.5,56.5,0.71,12013.33,12014.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,600600.0,0.3333
MPLADS-001026,3,3295000.0,1098333.33,1098300.0,1098300.0,1098400.0,57.74,2022-08-08,2023-01-13,158,79.0,79.0,0.0,15690.48,15691.43,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1098400.0,0.3334
MPLADS-001027,3,3287000.0,1095666.67,1095700.0,1095600.0,1095700.0,57.74,2023-07-22,2023-12-04,135,67.5,67.5,0.71,15652.38,15652.86,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1095600.0,0.3333
MPLADS-001028,3,2102000.0,700666.67,700700.0,700600.0,700700.0,57.74,2024-02-24,2024-10-21,240,120.0,120.0,0.0,17516.67,17517.5,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,700600.0,0.3333
MPLADS-001029,3,2733000.0,911000.0,911000.0,911000.0,911000.0,0.0,2022-08-03,2023-01-04,154,77.0,77.0,0.0,13014.29,13014.29,70.0,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,911000.0,0.3333
MPLADS-001030,3,13052000.0,4350666.67,4350700.0,4350600.0,4350700.0,57.74,2022-06-04,2023-02-24,265,132.5,132.5,0.71,32630.0,32630.25,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4350600.0,0.3333
MPLADS-001031,3,3231000.0,1077000.0,1077000.0,1077000.0,1077000.0,0.0,2023-02-10,2023-06-04,114,57.0,57.0,0.0,17950.0,17950.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1077000.0,0.3333
MPLADS-001032,3,10434000.0,3478000.0,3478000.0,3478000.0,3478000.0,0.0,2022-11-25,2023-04-12,138,69.0,69.0,0.0,49685.71,49685.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3478000.0,0.3333
MPLADS-001033,2,449000.0,224500.0,224500.0,224500.0,224500.0,0.0,2024-01-13,2024-02-16,34,34.0,34.0,0.0,7483.33,7483.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,224500.0,0.5
MPLADS-001034,2,951000.0,475500.0,475500.0,475500.0,475500.0,0.0,2023-08-23,2023-10-22,60,60.0,60.0,0.0,10566.67,10566.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,475500.0,0.5
MPLADS-001035,3,2464000.0,821333.33,821300.0,821300.0,821400.0,57.74,2023-10-16,2024-03-02,138,69.0,69.0,0.0,13688.89,13690.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,821400.0,0.3334
MPLADS-001036,2,599000.0,299500.0,299500.0,299500.0,299500.0,0.0,2023-09-15,2023-10-18,33,33.0,33.0,0.0,9983.33,9983.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,299500.0,0.5
MPLADS-001037,3,2661000.0,887000.0,887000.0,887000.0,887000.0,0.0,2023-03-20,2023-07-06,108,54.0,54.0,0.0,16631.25,16631.25,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,887000.0,0.3333
MPLADS-001038,3,13558000.0,4519333.33,4519300.0,4519300.0,4519400.0,57.74,2023-02-13,2023-06-19,126,63.0,63.0,0.0,75322.22,75323.33,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4519400.0,0.3333
MPLADS-001039,3,1956000.0,652000.0,652000.0,652000.0,652000.0,0.0,2023-12-20,2024-05-26,158,79.0,79.0,0.0,9314.29,9314.29,70.0,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,652000.0,0.3333
MPLADS-001040,2,552000.0,276000.0,276000.0,276000.0,276000.0,0.0,2022-12-17,2023-02-11,56,56.0,56.0,0.0,6133.33,6133.33,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,276000.0,0.5
MPLADS-001041,2,725000.0,362500.0,362500.0,362500.0,362500.0,0.0,2023-05-06,2023-06-26,51,51.0,51.0,0.0,8055.56,8055.56,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,362500.0,0.5
MPLADS-001042,3,1110000.0,370000.0,370000.0,370000.0,370000.0,0.0,2023-07-19,2023-11-05,109,54.5,54.5,0.71,7400.0,7400.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,370000.0,0.3333
MPLADS-001043,3,3785000.0,1261666.67,1261700.0,1261600.0,1261700.0,57.74,2023-05-06,2023-09-14,131,65.5,65.5,0.71,18023.81,18024.29,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1261600.0,0.3333
MPLADS-001044,3,1475000.0,491666.67,491700.0,491600.0,491700.0,57.74,2023-05-18,2023-09-09,114,57.0,57.0,0.0,9218.75,9219.38,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,491600.0,0.3333
MPLADS-001045,2,565000.0,282500.0,282500.0,282500.0,282500.0,0.0,2022-04-26,2022-05-24,28,28.0,28.0,0.0,9416.67,9416.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,282500.0,0.5
MPLADS-001046,3,2923000.0,974333.33,974300.0,974300.0,974400.0,57.74,2023-06-20,2023-10-17,119,59.5,59.5,0.71,18268.75,18270.0,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,974400.0,0.3334
MPLADS-001047,3,10953000.0,3651000.0,3651000.0,3651000.0,3651000.0,0.0,2023-12-23,2024-09-22,274,137.0,137.0,0.0,27382.5,27382.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3651000.0,0.3333
MPLADS-001048,2,558000.0,279000.0,279000.0,279000.0,279000.0,0.0,2023-08-03,2023-09-12,40,40.0,40.0,0.0,9300.0,9300.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,279000.0,0.5
MPLADS-001049,2,925000.0,462500.0,462500.0,462500.0,462500.0,0.0,2023-11-11,2024-01-05,55,55.0,55.0,0.0,10277.78,10277.78,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,462500.0,0.5
MPLADS-001050,3,2945000.0,981666.67,981700.0,981600.0,981700.0,57.74,2023-12-15,2024-02-17,64,32.0,32.0,0.0,32722.22,32723.33,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,981600.0,0.3333
MPLADS-001051,3,14224000.0,4741333.33,4741300.0,4741300.0,4741400.0,57.74,2023-06-19,2023-11-02,136,68.0,68.0,0.0,67733.34,67734.29,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4741400.0,0.3333
MPLADS-001052,3,3569000.0,1189666.67,1189700.0,1189600.0,1189700.0,57.74,2022-07-20,2022-11-30,133,66.5,66.5,0.71,16995.24,16995.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1189600.0,0.3333
MPLADS-001053,3,2432000.0,810666.67,810700.0,810600.0,810700.0,57.74,2023-06-21,2023-10-19,120,60.0,60.0,0.0,13511.11,13511.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,810600.0,0.3333
MPLADS-001054,3,2111000.0,703666.67,703700.0,703600.0,703700.0,57.74,2023-09-30,2023-12-25,86,43.0,43.0,0.0,17591.67,17592.5,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,703600.0,0.3333
MPLADS-001055,3,1873000.0,624333.33,624300.0,624300.0,624400.0,57.74,2023-10-12,2024-01-24,104,52.0,52.0,0.0,12486.67,12488.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,624400.0,0.3334
MPLADS-001056,3,9485000.0,3161666.67,3161700.0,3161600.0,3161700.0,57.74,2023-01-29,2023-11-14,289,144.5,144.5,0.71,23712.5,23712.75,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3161600.0,0.3333
MPLADS-001057,3,2173000.0,724333.33,724300.0,724300.0,724400.0,57.74,2023-12-06,2024-04-03,119,59.5,59.5,0.71,12072.22,12073.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,724400.0,0.3334
MPLADS-001058,3,2012000.0,670666.67,670700.0,670600.0,670700.0,57.74,2022-12-28,2023-04-27,120,60.0,60.0,0.0,12575.0,12575.62,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,670600.0,0.3333
MPLADS-001059,3,2601000.0,867000.0,867000.0,867000.0,867000.0,0.0,2023-06-19,2023-10-19,122,61.0,61.0,0.0,14450.0,14450.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,867000.0,0.3333
MPLADS-001060,2,521000.0,260500.0,260500.0,260500.0,260500.0,0.0,2023-05-22,2023-07-17,56,56.0,56.0,0.0,5788.89,5788.89,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,260500.0,0.5
MPLADS-001061,2,918000.0,459000.0,459000.0,459000.0,459000.0,0.0,2022-09-16,2022-11-14,59,59.0,59.0,0.0,10200.0,10200.0,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,459000.0,0.5
MPLADS-001062,3,1841000.0,613666.67,613700.0,613600.0,613700.0,57.74,2023-01-01,2023-04-18,107,53.5,53.5,0.71,11506.25,11506.88,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,613600.0,0.3333
MPLADS-001063,3,4668000.0,1556000.0,1556000.0,1556000.0,1556000.0,0.0,2023-06-11,2023-10-08,119,59.5,59.5,0.71,29175.0,29175.0,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1556000.0,0.3333
MPLADS-001064,3,2964000.0,988000.0,988000.0,988000.0,988000.0,0.0,2022-05-05,2022-09-12,130,65.0,65.0,0.0,16466.67,16466.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,988000.0,0.3333
MPLADS-001065,3,1965000.0,655000.0,655000.0,655000.0,655000.0,0.0,2023-08-17,2023-12-15,120,60.0,60.0,0.0,12281.25,12281.25,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,655000.0,0.3333
MPLADS-001066,3,3315000.0,1105000.0,1105000.0,1105000.0,1105000.0,0.0,2022-05-08,2022-08-28,112,56.0,56.0,0.0,18416.67,18416.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1105000.0,0.3333
MPLADS-001067,3,8824000.0,2941333.33,2941300.0,2941300.0,2941400.0,57.74,2022-11-09,2023-07-24,257,128.5,128.5,0.71,22060.0,22060.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2941400.0,0.3333
MPLADS-001068,2,807000.0,403500.0,403500.0,403500.0,403500.0,0.0,2023-04-08,2023-06-06,59,59.0,59.0,0.0,8966.67,8966.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,403500.0,0.5
MPLADS-001069,2,687000.0,343500.0,343500.0,343500.0,343500.0,0.0,2024-02-14,2024-03-28,43,43.0,43.0,0.0,11450.0,11450.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,343500.0,0.5
MPLADS-001070,3,2582000.0,860666.67,860700.0,860600.0,860700.0,57.74,2022-07-01,2022-12-09,161,80.5,80.5,0.71,12295.24,12295.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,860600.0,0.3333
MPLADS-001071,3,1468000.0,489333.33,489300.0,489300.0,489400.0,57.74,2022-09-12,2022-11-30,79,39.5,39.5,0.71,12233.33,12235.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,489400.0,0.3334
MPLADS-001072,3,1655000.0,551666.67,551700.0,551600.0,551700.0,57.74,2023-08-28,2023-12-16,110,55.0,55.0,0.0,9194.44,9195.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,551600.0,0.3333
MPLADS-001073,3,1201000.0,400333.33,400300.0,400300.0,400400.0,57.74,2023-04-10,2023-05-30,50,25.0,25.0,0.0,13344.44,13346.67,30.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,400400.0,0.3334
MPLADS-001074,2,708000.0,354000.0,354000.0,354000.0,354000.0,0.0,2023-12-12,2024-02-03,53,53.0,53.0,0.0,7866.67,7866.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,354000.0,0.5
MPLADS-001075,3,2190000.0,730000.0,730000.0,730000.0,730000.0,0.0,2023-06-26,2023-09-16,82,41.0,41.0,0.0,18250.0,18250.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,730000.0,0.3333
MPLADS-001076,3,2155000.0,718333.33,718300.0,718300.0,718400.0,57.74,2023-04-23,2023-07-24,92,46.0,46.0,0.0,17958.33,17960.0,40.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,718400.0,0.3334
MPLADS-001077,3,1005000.0,335000.0,335000.0,335000.0,335000.0,0.0,2022-04-08,2022-06-15,68,34.0,34.0,0.0,11166.67,11166.67,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,335000.0,0.3333
MPLADS-001078,3,9065000.0,3021666.67,3021700.0,3021600.0,3021700.0,57.74,2024-03-10,2024-07-08,120,60.0,60.0,0.0,60433.33,60434.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3021600.0,0.3333
MPLADS-001079,2,412000.0,206000.0,206000.0,206000.0,206000.0,0.0,2023-04-09,2023-05-14,35,35.0,35.0,0.0,6866.67,6866.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,206000.0,0.5
MPLADS-001080,3,1157000.0,385666.67,385700.0,385600.0,385700.0,57.74,2022-07-28,2022-11-01,96,48.0,48.0,0.0,9641.67,9642.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,385600.0,0.3333
MPLADS-001081,3,2074000.0,691333.33,691300.0,691300.0,691400.0,57.74,2023-11-16,2024-03-30,135,67.5,67.5,0.71,9876.19,9877.14,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,691400.0,0.3334
MPLADS-001082,3,1866000.0,622000.0,622000.0,622000.0,622000.0,0.0,2023-11-16,2024-02-24,100,50.0,50.0,0.0,15550.0,15550.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,622000.0,0.3333
MPLADS-001083,3,2705000.0,901666.67,901700.0,901600.0,901700.0,57.74,2022-09-15,2023-02-17,155,77.5,77.5,0.71,12880.95,12881.43,70.0,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,901600.0,0.3333
MPLADS-001084,3,2832000.0,944000.0,944000.0,944000.0,944000.0,0.0,2023-04-30,2023-08-08,100,50.0,50.0,0.0,17700.0,17700.0,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,944000.0,0.3333
MPLADS-001085,2,863000.0,431500.0,431500.0,431500.0,431500.0,0.0,2022-11-26,2023-01-27,62,62.0,62.0,0.0,9588.89,9588.89,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,431500.0,0.5
MPLADS-001086,2,694000.0,347000.0,347000.0,347000.0,347000.0,0.0,2022-12-21,2023-01-30,40,40.0,40.0,0.0,7711.11,7711.11,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,347000.0,0.5
MPLADS-001087,3,2315000.0,771666.67,771700.0,771600.0,771700.0,57.74,2024-04-01,2025-07-25,480,240.0,240.0,0.0,12861.11,12861.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,771600.0,0.3333
