project_id,progress_anomaly_score,progress_anomaly_percentile,is_progress_anomaly,financial_minus_physical_progress,latest_physical_progress,latest_financial_progress,duration_overrun_days,ghost_work_index,execution_stall_score,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-000905,8.65,14.42,0,10.8,84.6,95.4,12.0,0.0,0.0049,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000906,62.47,86.8,0,65.0,86.9,151.9,14.0,0.0,0.0015,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-000907,2.13,2.12,0,10.1,87.3,97.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000908,15.05,27.56,0,-3.5,92.1,88.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000909,27.12,51.02,0,-8.5,97.0,88.5,24.0,0.0,0.0023,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000910,22.07,41.5,0,4.7,93.3,98.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000911,8.11,13.32,0,18.7,76.4,95.1,7.0,0.0,0.0033,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000912,34.99,64.22,0,13.3,73.4,86.7,33.0,0.0,0.0017,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000913,18.97,35.46,0,3.4,82.7,86.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000914,33.41,61.62,0,13.1,78.5,91.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000915,19.91,37.34,0,1.5,84.7,86.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000916,24.58,46.38,0,-9.3,99.0,89.7,2.0,0.0,0.0005,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000917,39.07,70.68,0,25.5,71.6,97.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000918,24.09,45.42,0,-5.0,99.0,94.0,29.0,0.0,0.0074,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000919,18.94,35.4,0,9.4,76.3,85.7,3.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000920,44.61,78.1,0,22.4,75.2,97.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000921,16.04,29.6,0,-7.9,94.6,86.7,22.0,0.0,0.0022,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000922,27.48,51.64,0,21.5,72.4,93.9,19.0,0.0,0.0107,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000923,7.33,11.84,0,0.9,92.4,93.3,9.0,0.0,0.0021,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000924,18.43,34.38,0,-8.8,98.1,89.3,9.0,0.0,0.0006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000925,9.8,16.78,0,8.9,82.2,91.1,23.0,0.0,0.0083,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000926,22.1,41.58,0,-8.8,94.0,85.2,28.0,0.0,0.0063,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000927,42.13,75.02,0,-2.9,96.2,93.3,24.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000928,30.4,56.62,0,20.3,77.3,97.6,20.0,0.0,0.0079,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000929,27.13,51.04,0,-8.4,98.3,89.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000930,4.2,5.74,0,11.6,75.0,86.6,15.0,0.0,0.0042,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000931,20.21,37.92,0,15.0,77.5,92.5,24.0,0.0,0.0126,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000932,15.56,28.6,0,20.9,74.0,94.9,6.0,0.0,0.0018,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000933,22.5,42.34,0,7.1,89.1,96.2,17.0,0.0,0.0007,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000934,46.68,80.18,0,24.9,71.3,96.2,7.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000935,14.79,27.0,0,10.0,78.9,88.9,32.0,0.0,0.01,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000936,4.14,5.62,0,2.4,89.0,91.4,15.0,0.0,0.0028,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000937,12.44,22.16,0,4.9,90.4,95.3,18.0,0.0,0.0068,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000938,75.96,94.24,0,36.0,58.8,94.8,300.0,0.0,0.4276,75.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,SEVERE_PHYSICAL_FINANCIAL_GAP
MPLADS-000939,9.67,16.5,0,14.5,75.1,89.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000940,12.36,22.02,0,18.6,71.7,90.3,20.0,0.0,0.0066,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000941,68.2,89.14,0,57.8,30.3,88.1,9.0,0.0,0.0111,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-000942,35.71,65.42,0,11.9,84.3,96.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000943,34.44,63.34,0,7.2,81.7,88.9,9.0,0.0,0.0091,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000944,36.52,66.76,0,15.2,75.5,90.7,29.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000945,16.93,31.42,0,-4.3,96.5,92.2,19.0,0.0,0.0046,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000946,9.75,16.68,0,15.6,78.7,94.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000947,79.27,95.46,1,15.7,72.2,87.9,480.0,0.0,0.7482,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-000948,37.68,68.54,0,18.8,73.1,91.9,2.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000949,16.24,29.98,0,-6.4,97.4,91.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000950,46.88,80.32,0,0.5,92.3,92.8,32.0,0.0,0.0006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000951,64.42,87.32,0,66.2,23.3,89.5,6.0,0.0,0.0081,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-000952,29.98,55.92,0,-4.8,92.3,87.5,30.0,0.0,0.0018,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000953,33.94,62.5,0,26.1,70.1,96.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000954,80.4,96.14,1,44.0,52.9,96.9,300.0,0.0,0.4565,75.0,EXTREME_DURATION_OVERRUN,SEVERE_PHYSICAL_FINANCIAL_GAP,STALLED_EXECUTION_TRAJECTORY
MPLADS-000955,79.61,95.66,1,47.3,44.9,92.2,320.0,0.0,0.5493,75.0,EXTREME_DURATION_OVERRUN,SEVERE_PHYSICAL_FINANCIAL_GAP,STALLED_EXECUTION_TRAJECTORY
MPLADS-000956,10.37,17.94,0,-4.5,96.1,91.6,13.0,0.0,0.0019,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000957,30.47,56.72,0,13.2,80.5,93.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000958,37.94,68.94,0,4.0,89.0,93.0,26.0,0.0,0.0005,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000959,20.48,38.46,0,-2.5,95.0,92.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000960,19.14,35.8,0,4.1,92.5,96.6,15.0,0.0,0.0038,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000961,30.56,56.88,0,-7.7,95.5,87.8,30.0,0.0,0.0112,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000962,16.54,30.6,0,8.9,87.3,96.2,14.0,0.0,0.0055,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000963,12.81,22.94,0,8.6,82.0,90.6,33.0,0.0,0.0062,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000964,34.34,63.16,0,-10.0,97.9,87.9,22.0,0.0,0.0008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000965,40.47,72.64,0,14.6,71.4,86.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000966,60.47,86.04,0,51.3,81.3,132.6,23.0,0.0,0.0005,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-000967,32.41,60.02,0,13.1,80.0,93.1,10.0,0.0,0.0103,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000968,27.9,52.4,0,16.4,70.1,86.5,14.0,0.0,0.0013,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000969,18.51,34.54,0,9.5,79.5,89.0,7.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000970,17.48,32.48,0,-7.8,93.1,85.3,22.0,0.0,0.0047,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000971,40.02,72.06,0,3.9,86.8,90.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000972,96.0,99.37,1,100.0,0.0,100.0,0.0,1.0,0.0,75.0,GHOST_WORK_EXECUTION_DIVERGENCE,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION
MPLADS-000973,24.59,46.4,0,16.0,80.1,96.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000974,21.6,40.64,0,21.4,72.4,93.8,9.0,0.0,0.0025,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000975,35.86,65.7,0,0.5,89.3,89.8,20.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000976,49.33,82.24,0,5.9,90.8,96.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000977,2.77,3.26,0,15.6,78.1,93.7,10.0,0.0,0.0014,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000978,38.63,70.0,0,7.3,80.9,88.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000979,22.57,42.48,0,12.6,78.5,91.1,33.0,0.0,0.0143,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000980,8.53,14.16,0,12.3,77.2,89.5,24.0,0.0,0.0045,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000981,4.22,5.8,0,5.3,89.3,94.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000982,25.57,48.22,0,14.9,71.3,86.2,28.0,0.0,0.0138,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000983,26.46,49.84,0,15.9,71.3,87.2,24.0,0.0,0.0029,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000984,22.71,42.78,0,-1.3,88.8,87.5,34.0,0.0,0.0094,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000985,6.94,11.06,0,10.5,74.8,85.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000986,33.81,62.28,0,-1.8,91.5,89.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000987,47.08,80.48,0,23.1,70.2,93.3,18.0,0.0,0.0213,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000988,46.1,79.62,0,14.6,74.4,89.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000989,11.51,20.32,0,0.6,86.9,87.5,5.0,0.0,0.0008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000990,9.95,17.1,0,11.6,79.4,91.0,20.0,0.0,0.006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000991,42.0,74.8,0,-6.5,91.8,85.3,22.0,0.0,0.0203,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000992,26.31,49.58,0,-2.9,93.6,90.7,31.0,0.0,0.0122,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000993,1.29,0.94,0,12.2,82.0,94.2,6.0,0.0,0.0018,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000994,25.16,47.46,0,-0.6,96.9,96.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000995,14.41,26.2,0,11.9,82.0,93.9,21.0,0.0,0.0014,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000996,27.86,52.34,0,14.0,71.0,85.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000997,4.55,6.44,0,5.7,84.1,89.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000998,38.98,70.54,0,7.9,77.5,85.4,2.0,0.0,0.0021,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-000999,47.24,80.7,0,21.8,76.0,97.8,28.0,0.0,0.0316,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001000,20.06,37.62,0,0.8,95.8,96.6,20.0,0.0,0.0018,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001001,31.75,58.94,0,-1.9,99.8,97.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001002,11.42,20.14,0,0.7,91.1,91.8,23.0,0.0,0.0067,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001003,25.58,48.24,0,-3.1,92.7,89.6,25.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001004,72.96,92.62,0,66.8,19.8,86.6,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-001005,34.64,63.66,0,-4.2,89.5,85.3,12.0,0.0,0.0111,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001006,69.72,90.38,0,57.4,34.2,91.6,5.0,0.0,0.0062,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-001007,25.91,48.8,0,13.5,75.1,88.6,15.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001008,49.96,82.56,0,-3.6,89.7,86.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001009,11.28,19.84,0,19.5,75.8,95.3,23.0,0.0,0.007,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001010,9.15,15.44,0,16.6,72.5,89.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001011,22.37,42.1,0,16.1,77.6,93.7,25.0,0.0,0.0023,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001012,8.09,13.28,0,14.6,75.8,90.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001013,32.31,59.86,0,0.9,89.1,90.0,10.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001014,10.49,18.22,0,1.7,90.6,92.3,3.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001015,32.33,59.9,0,13.7,75.6,89.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001016,24.46,46.16,0,1.0,95.9,96.9,29.0,0.0,0.0032,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001017,17.63,32.8,0,6.2,80.2,86.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001018,74.79,93.72,0,29.5,66.3,95.8,320.0,0.0,0.4395,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-001019,9.36,15.88,0,18.0,72.6,90.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001020,4.79,6.86,0,19.3,75.6,94.9,3.0,0.0,0.0007,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001021,44.2,77.56,0,22.2,72.6,94.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001022,42.59,75.56,0,14.6,81.6,96.2,29.0,0.0,0.0307,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001023,57.81,85.2,0,51.7,92.7,144.4,16.0,0.0,0.0027,75.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001024,68.69,89.5,0,45.1,18.0,63.1,21.0,0.0,0.0304,50.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,NONE
MPLADS-001025,3.17,3.84,0,14.8,78.5,93.3,19.0,0.0,0.0051,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001026,23.92,45.12,0,-4.9,94.3,89.4,27.0,0.0,0.0101,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001027,19.8,37.1,0,2.2,83.4,85.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001028,73.97,93.24,0,35.4,54.8,90.2,240.0,0.0,0.3072,75.0,EXTREME_DURATION_OVERRUN,SEVERE_PHYSICAL_FINANCIAL_GAP,STALLED_EXECUTION_TRAJECTORY
MPLADS-001029,71.93,92.08,0,67.3,19.8,87.1,21.0,0.0,0.0375,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-001030,34.75,63.86,0,7.7,79.2,86.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001031,55.01,84.6,0,49.8,91.3,141.1,0.0,0.0,0.0,50.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001032,20.47,38.44,0,19.3,71.4,90.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001033,39.21,70.86,0,20.5,72.7,93.2,8.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001034,23.03,43.34,0,6.3,86.1,92.4,29.0,0.0,0.0021,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001035,36.05,66.02,0,25.1,72.3,97.4,27.0,0.0,0.0129,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001036,31.06,57.76,0,5.7,81.7,87.4,6.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001037,4.52,6.38,0,6.1,83.0,89.1,2.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001038,18.31,34.14,0,20.4,74.4,94.8,9.0,0.0,0.0034,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001039,24.76,46.76,0,8.6,80.1,88.7,27.0,0.0,0.0136,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001040,14.73,26.88,0,-2.4,91.7,89.3,22.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001041,28.28,53.06,0,16.1,80.3,96.4,11.0,0.0,0.0006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001042,16.03,29.58,0,-10.0,95.1,85.1,13.0,0.0,0.0019,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001043,31.69,58.82,0,24.2,70.4,94.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001044,9.55,16.26,0,15.9,73.4,89.3,10.0,0.0,0.0032,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001045,39.12,70.76,0,7.9,85.5,93.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001046,5.53,8.32,0,9.1,84.7,93.8,18.0,0.0,0.0046,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001047,41.83,74.62,0,14.7,70.8,85.5,10.0,0.0,0.0116,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001048,38.52,69.86,0,-2.7,90.6,87.9,20.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001049,30.31,56.48,0,-11.3,97.3,86.0,19.0,0.0,0.0006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001050,23.65,44.62,0,11.8,83.1,94.9,6.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001051,15.34,28.14,0,9.1,76.8,85.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001052,31.43,58.38,0,-11.9,98.2,86.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001053,8.8,14.7,0,10.9,74.6,85.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001054,4.73,6.76,0,15.3,77.9,93.2,8.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001055,9.83,16.84,0,1.0,85.6,86.6,6.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001056,47.85,81.16,0,0.2,92.8,93.0,33.0,0.0,0.031,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001057,20.28,38.06,0,1.6,93.3,94.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001058,10.81,18.86,0,15.6,76.9,92.5,19.0,0.0,0.0061,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001059,7.0,11.18,0,12.6,78.2,90.8,3.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001060,20.57,38.64,0,9.8,80.0,89.8,21.0,0.0,0.0016,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001061,19.06,35.64,0,4.8,88.7,93.5,28.0,0.0,0.0018,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001062,18.36,34.22,0,17.4,70.3,87.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001063,63.86,87.16,0,62.7,95.8,158.5,18.0,0.0,0.0033,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-001064,7.21,11.58,0,-1.9,89.3,87.4,15.0,0.0,0.0042,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001065,2.6,2.96,0,8.3,87.6,95.9,19.0,0.0,0.0045,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001066,6.5,10.18,0,7.1,89.7,96.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001067,45.93,79.38,0,24.6,72.0,96.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001068,17.6,32.74,0,9.2,86.6,95.8,28.0,0.0,0.002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001069,34.66,63.7,0,18.9,76.4,95.3,25.0,0.0,0.0008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001070,22.24,41.82,0,13.0,79.8,92.8,31.0,0.0,0.0162,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001071,19.69,36.88,0,1.0,93.4,94.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001072,11.92,21.14,0,-3.6,92.3,88.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001073,71.42,91.78,0,72.8,83.6,156.4,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-001074,10.0,17.2,0,14.6,77.6,92.2,15.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001075,8.43,13.98,0,14.5,73.1,87.6,3.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001076,83.31,97.42,1,-1.9,90.5,88.6,17.0,0.0,0.0017,0.0,INSPECTION_DOCUMENTATION_DEFICIT,NONE,NONE
MPLADS-001077,25.74,48.52,0,21.9,74.0,95.9,12.0,0.0,0.0009,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001078,21.07,39.58,0,14.5,83.2,97.7,29.0,0.0,0.0078,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001079,43.21,76.42,0,-1.2,97.9,96.7,9.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-001080,64.34,87.28,0,28.4,20.3,48.7,24.0,0.0,0.0325,0.0,ELEVATED_PROGRESS_VOLATILITY,NONE,NONE
MPLADS-001081,20.22,37.94,0,-6.3,95.4,89.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
